3.790          36.173                 685                 696                 696                 500.000   
3.800          36.085                 685                 696                 696                 500.000   
3.810          35.997                 691                 702                 702                 500.000   
3.820          35.909                 703                 702                 702                 500.000   
3.830          35.822                 703                 702                 702                 500.000   
3.840          35.736                 703                 702                 702                 500.000   
3.850          35.649                 721                 714                 714                 500.000   
3.860          35.563                 721                 720                 720                 500.000   
3.870          35.478                 721                 720                 720                 500.000   
3.880          35.393                 733                 720                 720                 500.000   
3.890          35.308                 733                 726                 726                 500.000   
3.900          35.224                 745                 732                 732                 500.000   
3.910          35.140                 745                 738                 738                 500.000   
3.920          35.056                 745                 738                 738                 500.000   
3.930          34.973                 745                 744                 744                 500.000   
3.940          34.890                 745                 744                 744                 500.000   
3.950          34.808                 745                 750                 750                 500.000   
3.960          34.726                 745                 750                 750                 500.000   
3.970          34.644                 757                 750                 750                 500.000   
3.980          34.563                 757                 753                 753                 500.000   
3.990          34.482                 757                 759                 759                 500.000   
4.000          34.401                 769                 765                 765                 500.000   
4.010          34.321                 769                 765                 765                 500.000   
4.020          34.241                 769                 783                 783                 500.000   
4.030          34.161                 769                 783                 783                 500.000   
4.040          34.082                 769                 789                 789                 500.000   
4.050          34.003                 769                 789                 789                 500.000   
4.060          33.925                 793                 789                 789                 500.000   
4.070          33.847                 793                 795                 795                 500.000   
4.080          33.769                 805                 795                 795                 500.000   
4.090          33.692                 805                 795                 795                 500.000   
4.100          33.615                 805                 801                 801                 500.000   
4.110          33.538                 805                 801                 801                 500.000   
4.120          33.462                 817                 801                 801                 500.000   
4.130          33.386                 817                 801                 801                 500.000   
4.140          33.310                 823                 807                 807                 500.000   
4.150          33.235                 823                 828                 828                 500.000   
4.160          33.159                 823                 828                 828                 500.000   
4.170          33.085                 835                 828                 828                 500.000   
4.180          33.010                 847                 834                 834                 500.000   
4.190          32.936                 847                 840                 840                 500.000   
4.200          32.863                 847                 840                 840                 500.000   
4.210          32.789                 847                 840                 840                 500.000   
4.220          32.716                 847                 846                 846                 500.000   
